Date,Adj Close,Close,High,Low,Open,Volume
2020-03-20,211.52001953125,228.8000030517578,244.47000122070312,228.5,242.52999877929688,347158800
2020-03-23,206.11181640625,222.9499969482422,229.67999267578125,218.25999450683594,228.19000244140625,326025200
2020-03-24,224.7862548828125,243.14999389648438,244.10000610351562,233.8000030517578,234.4199981689453,235494500
2020-03-25,228.1513214111328,246.7899932861328,256.3500061035156,239.75,244.8699951171875,299430300
2020-03-26,241.47303771972656,261.20001220703125,262.79998779296875,249.0500030517578,249.52000427246094,257632800
2020-03-27,234.2805938720703,253.4199981689453,260.80999755859375,251.0500030517578,253.27000427246094,224341200
2020-03-30,241.8890380859375,261.6499938964844,262.42999267578125,253.52999877929688,255.6999969482422,171369500
2020-03-31,238.2835693359375,257.75,263.3299865722656,256.2200012207031,260.55999755859375,194881100
2020-04-01,227.55966186523438,246.14999389648438,257.6600036621094,243.89999389648438,247.97999572753906,189554600
2020-04-02,232.8107147216797,251.8300018310547,252.67999267578125,244.58999633789062,245.19000244140625,177660400
2020-04-03,229.44558715820312,248.19000244140625,253.32000732421875,245.22000122070312,250.75999450683594,135561200
2020-04-06,244.85662841796875,264.8599853515625,267.0,248.1699981689453,257.8399963378906,188061200
2020-04-07,245.106201171875,265.1300048828125,275.0299987792969,264.8900146484375,274.2099914550781,201427200
2020-04-08,253.33407592773438,274.0299987792969,276.0,265.25,267.9599914550781,153774500
2020-04-09,257.1890563964844,278.20001220703125,281.20001220703125,275.4700012207031,277.5799865722656,189999200
2020-04-13,254.84095764160156,275.6600036621094,277.510009765625,271.4100036621094,277.1400146484375,114839100
2020-04-14,262.3569641113281,283.7900085449219,284.8999938964844,275.510009765625,280.9800109863281,134143400
2020-04-15,256.78240966796875,277.760009765625,283.94000244140625,275.4599914550781,277.57000732421875,121775000
2020-04-16,258.02117919921875,279.1000061035156,280.0299987792969,275.760009765625,279.1499938964844,131798300
2020-04-17,264.99163818359375,286.6400146484375,287.29998779296875,282.3999938964844,285.3800048828125,146684800
2020-04-20,260.32305908203125,281.5899963378906,286.7900085449219,281.3500061035156,282.6099853515625,100109300
2020-04-21,252.41885375976562,273.0400085449219,278.0400085449219,272.0199890136719,276.7300109863281,126385700
2020-04-22,258.02117919921875,279.1000061035156,281.0,276.9100036621094,278.3500061035156,92951600
2020-04-23,258.0026550292969,279.0799865722656,283.94000244140625,278.75,280.489990234375,104709700
2020-04-24,261.5988464355469,282.9700012207031,283.70001220703125,278.5,280.7300109863281,85063200
2020-04-27,265.3706970214844,287.04998779296875,288.2699890136719,284.6199951171875,285.1199951171875,77896600
2020-04-28,264.1504211425781,285.7300109863281,291.3999938964844,285.3999938964844,291.0199890136719,105270000
2020-04-29,271.0654602050781,293.2099914550781,294.8800048828125,290.4100036621094,291.5299987792969,118745600
2020-04-30,268.5416564941406,290.4800109863281,293.32000732421875,288.5899963378906,291.7099914550781,122901700
2020-05-01,261.4324645996094,282.7900085449219,290.6600036621094,281.5199890136719,285.30999755859375,125180000
2020-05-04,262.15350341796875,283.57000732421875,283.8999938964844,279.1300048828125,280.739990234375,80873200
2020-05-05,264.5756530761719,286.19000244140625,289.25,283.7099914550781,286.6400146484375,79569900
2020-05-06,262.78216552734375,284.25,288.4599914550781,283.7799987792969,288.0400085449219,73632600
2020-05-07,265.95306396484375,287.67999267578125,289.7799987792969,287.1300048828125,287.75,75250400
2020-05-08,270.3536376953125,292.44000244140625,292.95001220703125,289.8599853515625,291.0899963378906,76452400
2020-05-11,270.40911865234375,292.5,294.0,289.8800048828125,290.3399963378906,79514200
2020-05-12,265.0194091796875,286.6700134277344,294.239990234375,286.5199890136719,293.7900085449219,95870800
2020-05-13,260.3323669433594,281.6000061035156,287.19000244140625,278.9599914550781,286.05999755859375,144721100
2020-05-14,263.4478759765625,284.9700012207031,285.1099853515625,272.989990234375,278.95001220703125,121977900
2020-05-15,264.65887451171875,286.2799987792969,286.3299865722656,281.3399963378906,282.3699951171875,111146300
2020-05-18,272.72027587890625,295.0,296.75,292.70001220703125,293.04998779296875,119703800
2020-05-19,269.919189453125,291.9700012207031,296.2099914550781,291.95001220703125,294.3500061035156,95189300
2020-05-20,274.5045471191406,296.92999267578125,297.8699951171875,295.57000732421875,295.82000732421875,85861700
2020-05-21,272.6093444824219,294.8800048828125,297.6700134277344,293.69000244140625,296.7900085449219,78293900
2020-05-22,273.1270751953125,295.44000244140625,295.6300048828125,293.2200012207031,294.57000732421875,63958200
2020-05-26,276.49212646484375,299.0799865722656,302.19000244140625,295.4599914550781,301.92999267578125,88951400
2020-05-27,280.6060485839844,303.5299987792969,303.57000732421875,296.8699951171875,302.1199951171875,104817400
2020-05-28,280.08837890625,302.9700012207031,306.8399963378906,302.239990234375,304.6499938964844,90405200
2020-05-29,281.3363952636719,304.32000732421875,304.9599914550781,299.4700012207031,302.4599914550781,119090800
2020-06-01,282.4734802246094,305.54998779296875,306.2099914550781,303.05999755859375,303.6199951171875,55758300
2020-06-02,284.8124084472656,308.0799865722656,308.1300048828125,305.1000061035156,306.54998779296875,74267200
2020-06-03,288.6028137207031,312.17999267578125,313.2200012207031,309.94000244140625,310.239990234375,92567600
2020-06-04,287.8447265625,311.3599853515625,313.0,309.0799865722656,311.1099853515625,75794400
2020-06-05,295.2220458984375,319.3399963378906,321.2699890136719,317.1600036621094,317.2300109863281,150524700
2020-06-08,298.7905578613281,323.20001220703125,323.4100036621094,319.6300048828125,320.2200012207031,73641200
2020-06-09,296.5625915527344,320.7900085449219,323.2799987792969,319.3599853515625,320.29998779296875,77479200
2020-06-10,294.9076843261719,319.0,322.3900146484375,318.2200012207031,321.4200134277344,95000800
2020-06-11,277.9065856933594,300.6099853515625,312.1499938964844,300.010009765625,311.4599914550781,209243600
2020-06-12,281.2347106933594,304.2099914550781,309.0799865722656,298.6000061035156,308.239990234375,194678900
2020-06-15,283.86016845703125,307.04998779296875,308.2799987792969,296.739990234375,298.0199890136719,135782700
2020-06-16,289.3239440917969,312.9599914550781,315.6400146484375,307.6700134277344,315.4800109863281,137627500
2020-06-17,288.1220703125,311.6600036621094,314.3900146484375,310.8599853515625,314.07000732421875,83398900
2020-06-18,288.2330322265625,311.7799987792969,312.29998779296875,309.510009765625,310.010009765625,80828700
2020-06-19,286.5857849121094,308.6400146484375,314.3800048828125,306.5299987792969,314.1700134277344,135549600
2020-06-22,288.4241943359375,310.6199951171875,311.04998779296875,306.75,307.989990234375,74649400
2020-06-23,289.7520751953125,312.04998779296875,314.5,311.6099853515625,313.489990234375,68471200
2020-06-24,282.3608703613281,304.0899963378906,310.510009765625,302.1000061035156,309.8399963378906,132813500
2020-06-25,285.3879089355469,307.3500061035156,307.6400146484375,301.2799987792969,303.4700012207031,89468000
2020-06-26,278.6095275878906,300.04998779296875,306.3900146484375,299.4200134277344,306.1600036621094,127961000
2020-06-29,282.7044677734375,304.4599914550781,304.6099853515625,298.92999267578125,301.4100036621094,79773300
2020-06-30,286.32574462890625,308.3599853515625,310.20001220703125,303.82000732421875,303.989990234375,113394800
2020-07-01,288.3314514160156,310.5199890136719,311.8900146484375,309.07000732421875,309.57000732421875,72396500
2020-07-02,289.9192199707031,312.2300109863281,315.70001220703125,311.510009765625,314.239990234375,69344200
2020-07-06,294.3948059082031,317.04998779296875,317.67999267578125,315.55999755859375,316.3699951171875,61713800
2020-07-07,291.3584289550781,313.7799987792969,317.5199890136719,313.3699951171875,315.3800048828125,82910000
2020-07-08,293.5870056152344,316.17999267578125,316.29998779296875,312.70001220703125,314.6099853515625,54638600
2020-07-09,291.9156188964844,314.3800048828125,317.1000061035156,310.67999267578125,316.8399963378906,83354200
2020-07-10,294.8962097167969,317.5899963378906,317.8800048828125,312.760009765625,314.30999755859375,57550400
2020-07-13,292.3426818847656,314.8399963378906,322.7099914550781,314.1300048828125,320.1300048828125,102997500
2020-07-14,296.1311950683594,318.9200134277344,319.760009765625,312.0,313.29998779296875,93657000
2020-07-15,298.85186767578125,321.8500061035156,323.0400085449219,319.2699890136719,322.4100036621094,87196500
2020-07-16,297.8675537109375,320.7900085449219,321.2799987792969,319.0899963378906,319.7900085449219,54622500
2020-07-17,298.7311096191406,321.7200012207031,322.57000732421875,319.739990234375,321.8800048828125,62774900
2020-07-20,301.14532470703125,324.32000732421875,325.1300048828125,320.6199951171875,321.42999267578125,56308800
2020-07-21,301.7860107421875,325.010009765625,326.92999267578125,323.94000244140625,326.45001220703125,57292200
2020-07-22,303.5037536621094,326.8599853515625,327.20001220703125,324.5,324.6199951171875,57792900
2020-07-23,299.88250732421875,322.9599914550781,327.2300109863281,321.4800109863281,326.4700012207031,75738000
2020-07-24,297.9511413574219,320.8800048828125,321.989990234375,319.25,320.95001220703125,73766600
2020-07-27,300.1239013671875,323.2200012207031,323.4100036621094,320.7699890136719,321.6300048828125,48293000
2020-07-28,298.2204284667969,321.1700134277344,323.6400146484375,320.8500061035156,322.42999267578125,57495000
2020-07-29,301.88818359375,325.1199951171875,325.7300109863281,322.0799865722656,322.1199951171875,48454200
2020-07-30,300.81109619140625,323.9599914550781,324.4100036621094,319.6400146484375,321.8999938964844,61861700
2020-07-31,303.1881408691406,326.5199890136719,326.6300048828125,321.3299865722656,325.8999938964844,84986800
2020-08-03,305.29595947265625,328.7900085449219,329.6199951171875,327.7300109863281,328.32000732421875,53077900
2020-08-04,306.4752197265625,330.05999755859375,330.05999755859375,327.8599853515625,327.8599853515625,41917900
2020-08-05,308.378662109375,332.1099853515625,332.3900146484375,331.17999267578125,331.4700012207031,42697700
2020-08-06,310.4400939941406,334.3299865722656,334.4599914550781,331.1300048828125,331.4800109863281,43679400
2020-08-07,310.6629333496094,334.57000732421875,334.8800048828125,332.29998779296875,333.2799987792969,57308300
2020-08-10,311.5915222167969,335.57000732421875,335.7699890136719,332.9599914550781,335.05999755859375,44282100
2020-08-11,309.01934814453125,332.79998779296875,337.5400085449219,332.010009765625,336.8500061035156,69601100
2020-08-12,313.32781982421875,337.44000244140625,338.2799987792969,335.4100036621094,335.44000244140625,53774400
2020-08-13,312.7614440917969,336.8299865722656,338.25,335.8299865722656,336.6099853515625,41816100
2020-08-14,312.770751953125,336.8399963378906,337.4200134277344,335.6199951171875,336.4100036621094,47260400
2020-08-17,313.7642517089844,337.9100036621094,338.3399963378906,336.8500061035156,337.94000244140625,35481000
2020-08-18,314.4421081542969,338.6400146484375,339.1000061035156,336.6099853515625,338.3399963378906,38733900
2020-08-19,313.13287353515625,337.2300109863281,339.6099853515625,336.6199951171875,339.04998779296875,68054200
2020-08-20,314.1077880859375,338.2799987792969,338.79998779296875,335.2200012207031,335.3599853515625,42207800
2020-08-21,315.2220153808594,339.4800109863281,339.7200012207031,337.54998779296875,337.9200134277344,55106600
2020-08-24,318.416259765625,342.9200134277344,343.0,339.45001220703125,342.1199951171875,48588700
2020-08-25,319.530517578125,344.1199951171875,344.2099914550781,342.2699890136719,343.5299987792969,38463400
2020-08-26,322.73394775390625,347.57000732421875,347.8599853515625,344.1700134277344,344.760009765625,50790200
2020-08-27,323.439697265625,348.3299865722656,349.8999938964844,346.5299987792969,348.510009765625,58034100
2020-08-28,325.52880859375,350.5799865722656,350.7200012207031,348.1499938964844,349.44000244140625,48588900
2020-08-31,324.3496398925781,349.30999755859375,351.29998779296875,349.05999755859375,350.3500061035156,66099200
2020-09-01,327.404541015625,352.6000061035156,352.7099914550781,349.239990234375,350.2099914550781,54908700
2020-09-02,332.1401062011719,357.70001220703125,358.75,353.42999267578125,354.6700134277344,69540000
2020-09-03,320.70977783203125,345.3900146484375,356.3800048828125,342.5899963378906,355.8699951171875,148011100
2020-09-04,318.09130859375,342.57000732421875,347.8299865722656,334.8699951171875,346.1300048828125,139156300
2020-09-08,309.400146484375,333.2099914550781,342.6400146484375,332.8800048828125,336.7099914550781,114465300
2020-09-09,315.5098876953125,339.7900085449219,342.4599914550781,336.6099853515625,337.54998779296875,91462300
2020-09-10,310.0314636230469,333.8900146484375,342.5299987792969,332.8500061035156,341.82000732421875,90569500
2020-09-11,310.1893615722656,334.05999755859375,336.9700012207031,331.0,335.82000732421875,84680200
2020-09-14,314.2749328613281,338.4599914550781,340.3800048828125,334.2200012207031,337.489990234375,65605700
2020-09-15,315.8627624511719,340.1700134277344,342.0199890136719,338.4700012207031,341.1199951171875,52920900
2020-09-16,314.6092529296875,338.82000732421875,343.05999755859375,338.5199890136719,341.510009765625,82096000
2020-09-17,311.8421325683594,335.8399963378906,337.70001220703125,332.989990234375,333.55999755859375,91523300
2020-09-18,308.2519836425781,330.6499938964844,335.489990234375,327.9700012207031,335.3699951171875,105877900
2020-09-21,304.8213195800781,326.9700012207031,327.1300048828125,321.7300109863281,325.70001220703125,99450800
2020-09-22,307.9256286621094,330.29998779296875,330.8999938964844,325.8599853515625,328.57000732421875,63612100
2020-09-23,300.78460693359375,322.6400146484375,331.20001220703125,322.1000061035156,330.8999938964844,93112200
2020-09-24,301.5863037109375,323.5,326.79998779296875,319.79998779296875,321.2200012207031,76681300
2020-09-25,306.4621276855469,328.7300109863281,329.5799865722656,321.6400146484375,322.5799865722656,71069400
2020-09-28,311.55224609375,334.19000244140625,334.9599914550781,332.1499938964844,333.2200012207031,64584600
2020-09-29,309.85552978515625,332.3699951171875,334.7699890136719,331.6199951171875,333.9700012207031,51304000
2020-09-30,312.2048034667969,334.8900146484375,338.2900085449219,332.8800048828125,333.0899963378906,104081100
2020-10-01,314.20916748046875,337.0400085449219,338.739990234375,335.010009765625,337.69000244140625,88698700
2020-10-02,311.22589111328125,333.8399963378906,337.010009765625,331.19000244140625,331.70001220703125,89431100
2020-10-05,316.7449035644531,339.760009765625,339.9599914550781,336.010009765625,336.05999755859375,45713100
2020-10-06,312.24212646484375,334.92999267578125,342.1700134277344,334.3800048828125,339.9100036621094,90128900
2020-10-07,317.67718505859375,340.760009765625,341.6300048828125,338.0899963378906,338.1199951171875,56999600
2020-10-08,320.49261474609375,343.7799987792969,343.8500061035156,341.8599853515625,342.8500061035156,45242500
2020-10-09,323.3546447753906,346.8500061035156,347.3500061035156,344.8900146484375,345.55999755859375,59528600
2020-10-12,328.5566711425781,352.42999267578125,354.0199890136719,349.05999755859375,349.5899963378906,80388500
2020-10-13,326.4124755859375,350.1300048828125,352.4700012207031,349.0899963378906,352.2799987792969,73255500
2020-10-14,324.3614807128906,347.92999267578125,351.92999267578125,347.1400146484375,350.75,57727900
2020-10-15,323.9606018066406,347.5,348.0199890136719,343.1300048828125,343.7099914550781,60357700
2020-10-16,323.76483154296875,347.2900085449219,350.75,347.1000061035156,348.9599914550781,89501900
2020-10-19,318.8424987792969,342.010009765625,349.3299865722656,341.0400085449219,348.6499938964844,68425600
2020-10-20,320.1197204589844,343.3800048828125,346.8800048828125,342.6400146484375,343.4599914550781,60051900
2020-10-21,319.5137634277344,342.7300109863281,345.6700134277344,342.3999938964844,343.3299865722656,63575000
2020-10-22,321.26641845703125,344.6099853515625,345.239990234375,340.6499938964844,342.9599914550781,55399300
2020-10-23,322.357177734375,345.7799987792969,345.989990234375,343.1300048828125,345.92999267578125,49143900
2020-10-26,316.3999328613281,339.3900146484375,342.9800109863281,335.6199951171875,342.1300048828125,91473000
2020-10-27,315.3092346191406,338.2200012207031,340.1199951171875,337.989990234375,339.760009765625,65994100
2020-10-28,304.5323486328125,326.6600036621094,338.25,326.1300048828125,332.1000061035156,127094300
2020-10-29,307.6274108886719,329.9800109863281,333.3999938964844,325.0899963378906,326.9100036621094,90597700
2020-10-30,304.42047119140625,326.5400085449219,329.69000244140625,322.6000061035156,328.2799987792969,120287300
2020-11-02,307.83251953125,330.20001220703125,332.3599853515625,327.239990234375,330.20001220703125,86068300
2020-11-03,313.2676086425781,336.0299987792969,338.25,330.2900085449219,333.69000244140625,93294200
2020-11-04,320.2688293457031,343.5400085449219,347.94000244140625,339.5899963378906,340.8599853515625,126959700
2020-11-05,326.5149841308594,350.239990234375,352.19000244140625,348.8599853515625,349.239990234375,82039700
2020-11-06,326.4404296875,350.1600036621094,351.510009765625,347.6499938964844,349.92999267578125,74973000
2020-11-09,330.5423583984375,354.55999755859375,364.3800048828125,354.05999755859375,363.9700012207031,172304200
2020-11-10,330.0576171875,354.0400085449219,355.17999267578125,350.510009765625,353.489990234375,85552000
2020-11-11,332.5093994140625,356.6700134277344,357.55999755859375,355.05999755859375,356.3999938964844,58649000
2020-11-12,329.2837219238281,353.2099914550781,356.7200012207031,351.260009765625,355.5799865722656,67546200
2020-11-13,333.842529296875,358.1000061035156,358.8999938964844,354.7099914550781,355.2699890136719,62892200
2020-11-16,338.009765625,362.57000732421875,362.7799987792969,359.5899963378906,360.9800109863281,74541100
2020-11-17,336.1918640136719,360.6199951171875,361.9200134277344,358.3399963378906,359.9700012207031,66111000
2020-11-18,332.1458740234375,356.2799987792969,361.5,356.239990234375,360.9100036621094,70591300
2020-11-19,333.54425048828125,357.7799987792969,358.17999267578125,354.1499938964844,355.6000061035156,59940900
2020-11-20,331.2601623535156,355.3299865722656,357.7200012207031,355.25,357.5,70417300
2020-11-23,333.24591064453125,357.4599914550781,358.82000732421875,354.8699951171875,357.2799987792969,63230600
2020-11-24,338.6157531738281,363.2200012207031,363.80999755859375,359.2900085449219,360.2099914550781,62415900
2020-11-25,338.09368896484375,362.6600036621094,363.1600036621094,361.4800109863281,363.1300048828125,45330900
2020-11-27,339.0352783203125,363.6700134277344,364.17999267578125,362.5799865722656,363.8399963378906,28514100
2020-11-30,337.53424072265625,362.05999755859375,363.1199951171875,359.1700134277344,362.8299865722656,83872700
2020-12-01,341.2261047363281,366.0199890136719,367.67999267578125,364.92999267578125,365.57000732421875,74231400
2020-12-02,341.94390869140625,366.7900085449219,366.9599914550781,364.20001220703125,364.82000732421875,45927000
2020-12-03,341.8507385253906,366.69000244140625,368.19000244140625,365.5,366.67999267578125,62882000
2020-12-04,344.79669189453125,369.8500061035156,369.8500061035156,367.2200012207031,367.32000732421875,50749900
2020-12-07,344.0881042480469,369.0899963378906,369.6199951171875,367.7200012207031,369.0199890136719,48944300
2020-12-08,345.09503173828125,370.1700134277344,370.7799987792969,367.6700134277344,367.7200012207031,42458900
2020-12-09,341.99981689453125,366.8500061035156,371.04998779296875,365.95001220703125,370.8800048828125,74098300
2020-12-10,341.8880310058594,366.7300109863281,367.8599853515625,364.42999267578125,365.3699951171875,57735400
2020-12-11,341.4870910644531,366.29998779296875,366.739990234375,363.260009765625,364.8999938964844,57698600
2020-12-14,339.9582214355469,364.6600036621094,369.79998779296875,364.4700012207031,368.6400146484375,69216200
2020-12-15,344.55426025390625,369.5899963378906,369.5899963378906,365.9200134277344,367.3999938964844,63865300
2020-12-16,345.09503173828125,370.1700134277344,371.1600036621094,368.8699951171875,369.82000732421875,58420500
2020-12-17,347.02471923828125,372.239990234375,372.4599914550781,371.04998779296875,371.94000244140625,64119500
2020-12-18,345.63909912109375,369.17999267578125,371.1499938964844,367.0199890136719,370.9700012207031,136542300
2020-12-21,344.4032897949219,367.8599853515625,378.4599914550781,362.0299987792969,364.9700012207031,96386700
2020-12-22,343.8227844238281,367.239990234375,368.3299865722656,366.0299987792969,368.2099914550781,47949000
2020-12-23,344.1317443847656,367.57000732421875,369.6199951171875,367.2200012207031,368.2799987792969,46201400
2020-12-24,345.47064208984375,369.0,369.0299987792969,367.45001220703125,368.0799865722656,26457900
2020-12-28,348.4385070800781,372.1700134277344,372.5899963378906,371.07000732421875,371.739990234375,39000400
2020-12-29,347.773681640625,371.4599914550781,374.0,370.8299865722656,373.80999755859375,53680500
2020-12-30,348.2699279785156,371.989990234375,373.1000061035156,371.57000732421875,372.3399963378906,49455300
2020-12-31,350.0393981933594,373.8800048828125,374.6600036621094,371.2300109863281,371.7799987792969,78520700
2021-01-04,345.27398681640625,368.7900085449219,375.45001220703125,364.82000732421875,375.30999755859375,110210800
2021-01-05,347.6520080566406,371.3299865722656,372.5,368.04998779296875,368.1000061035156,66426200
2021-01-06,349.73046875,373.54998779296875,376.9800109863281,369.1199951171875,369.7099914550781,107997700
2021-01-07,354.9266052246094,379.1000061035156,379.8999938964844,375.9100036621094,376.1000061035156,68766800
2021-01-08,356.9488525390625,381.260009765625,381.489990234375,377.1000061035156,380.5899963378906,71677200
2021-01-11,354.5427551269531,378.69000244140625,380.5799865722656,377.7200012207031,377.8500061035156,51034700
2021-01-12,354.61761474609375,378.7699890136719,379.8599853515625,376.3599853515625,378.8900146484375,52547700
2021-01-13,355.5725402832031,379.7900085449219,380.8599853515625,377.8500061035156,378.69000244140625,45303600
2021-01-14,354.327392578125,378.4599914550781,381.1300048828125,378.1000061035156,380.5899963378906,49989100
2021-01-15,351.7433776855469,375.70001220703125,377.5799865722656,373.70001220703125,376.7200012207031,107160000
2021-01-19,354.5052490234375,378.6499938964844,379.2300109863281,376.75,378.3399963378906,51233300
2021-01-20,359.4111022949219,383.8900146484375,384.7900085449219,380.69000244140625,381.1099853515625,61836100
2021-01-21,359.73883056640625,384.239990234375,384.95001220703125,383.25,384.489990234375,47840100
2021-01-22,358.46551513671875,382.8800048828125,384.1300048828125,381.8399963378906,382.25,52860500
2021-01-25,359.8792419433594,384.3900146484375,384.7699890136719,378.4599914550781,383.6700134277344,70402000
2021-01-26,359.3174743652344,383.7900085449219,385.8500061035156,383.5400085449219,385.4100036621094,42665300
2021-01-27,350.53558349609375,374.4100036621094,380.32000732421875,372.010009765625,380.2200012207031,123351100
2021-01-28,353.55029296875,377.6300048828125,381.92999267578125,375.8900146484375,376.3599853515625,94198100
2021-01-29,346.4723815917969,370.07000732421875,376.6700134277344,368.2699890136719,375.6300048828125,126765100
2021-02-01,352.2395324707031,376.2300109863281,377.3399963378906,370.3800048828125,373.7200012207031,75817600
2021-02-02,357.2203063964844,381.54998779296875,383.2200012207031,376.32000732421875,379.6499938964844,64450700
2021-02-03,357.5011291503906,381.8500061035156,383.70001220703125,380.4800109863281,382.44000244140625,52427100
2021-02-04,361.56451416015625,386.19000244140625,386.239990234375,381.9700012207031,382.9599914550781,47142600
2021-02-05,362.98748779296875,387.7099914550781,388.4700012207031,386.1400146484375,388.20001220703125,48669800
2021-02-08,365.6089782714844,390.510009765625,390.55999755859375,388.3500061035156,389.2699890136719,38365200
2021-02-09,365.3656311035156,390.25,390.8900146484375,389.1700134277344,389.6099853515625,35551100
2021-02-10,365.2063903808594,390.0799865722656,392.2799987792969,387.5,392.1199951171875,59154400
2021-02-11,365.7962341308594,390.7099914550781,391.69000244140625,388.1000061035156,391.239990234375,42913300
2021-02-12,367.6031494140625,392.6400146484375,392.8999938964844,389.7699890136719,389.8500061035156,50593300
2021-02-16,367.284912109375,392.29998779296875,394.1700134277344,391.5299987792969,393.9599914550781,50972400
2021-02-17,367.3691101074219,392.3900146484375,392.6600036621094,389.3299865722656,390.4200134277344,52290600
2021-02-18,365.8055725097656,390.7200012207031,391.5199890136719,387.739990234375,389.5899963378906,59712800
2021-02-19,365.15960693359375,390.0299987792969,392.3800048828125,389.54998779296875,392.07000732421875,83241000
2021-02-22,362.3508605957031,387.0299987792969,389.6199951171875,386.739990234375,387.05999755859375,67414200
2021-02-23,362.7909240722656,387.5,388.95001220703125,380.20001220703125,384.6600036621094,107284100
2021-02-24,366.7886657714844,391.7699890136719,392.2300109863281,385.2699890136719,386.3299865722656,72433900
2021-02-25,357.9505615234375,382.3299865722656,391.8800048828125,380.7799987792969,390.4100036621094,146670500
2021-02-26,356.106201171875,380.3599853515625,385.5799865722656,378.2300109863281,384.3500061035156,152701600
2021-03-01,364.73834228515625,389.5799865722656,390.9200134277344,380.57000732421875,385.5899963378906,105348800
2021-03-02,361.89215087890625,386.5400085449219,390.07000732421875,386.0,389.82000732421875,79595300
2021-03-03,357.0986328125,381.4200134277344,386.8299865722656,381.30999755859375,385.7900085449219,119940200
2021-03-04,352.6795654296875,376.70001220703125,384.0,371.8800048828125,381.2200012207031,183433000
2021-03-05,359.16766357421875,383.6300048828125,384.760009765625,372.6400146484375,380.4599914550781,152039600
2021-03-08,357.3795166015625,381.7200012207031,387.67999267578125,381.4200134277344,384.6600036621094,123149200
2021-03-09,362.4820251464844,387.1700134277344,389.9100036621094,385.30999755859375,385.8500061035156,113633600
2021-03-10,364.73834228515625,389.5799865722656,391.3999938964844,388.1700134277344,389.69000244140625,109899400
2021-03-11,368.4364318847656,393.5299987792969,395.6499938964844,391.739990234375,392.2300109863281,86245000
2021-03-12,368.9325866699219,394.05999755859375,394.2099914550781,391.20001220703125,392.07000732421875,64653600
2021-03-15,371.1327819824219,396.4100036621094,396.69000244140625,392.0299987792969,394.3299865722656,73427200
2021-03-16,370.66461181640625,395.9100036621094,397.8299865722656,395.0799865722656,397.07000732421875,73722500
2021-03-17,371.9285583496094,397.260009765625,398.1199951171875,393.29998779296875,394.5299987792969,97959300
2021-03-18,366.51708984375,391.4800109863281,396.7200012207031,390.75,394.4800109863281,115349100
2021-03-19,365.8389587402344,389.4800109863281,391.57000732421875,387.1499938964844,389.8800048828125,113624500
2021-03-22,368.76019287109375,392.5899963378906,394.07000732421875,389.9700012207031,390.0299987792969,73778600
2021-03-23,365.8577575683594,389.5,393.4599914550781,388.6600036621094,391.9100036621094,90686600
2021-03-24,363.9979553222656,387.5199890136719,392.75,387.4700012207031,391.0,97588600
2021-03-25,366.045654296875,389.70001220703125,390.54998779296875,383.8999938964844,385.9800109863281,116128600
2021-03-26,371.9444274902344,395.9800109863281,396.4100036621094,390.2900085449219,390.92999267578125,114409100
2021-03-29,371.756591796875,395.7799987792969,396.75,392.80999755859375,394.3999938964844,108107600
2021-03-30,370.770263671875,394.7300109863281,395.45001220703125,393.0199890136719,394.4200134277344,76262200
2021-03-31,372.2731628417969,396.3299865722656,398.0,395.30999755859375,395.3399963378906,112734200
2021-04-01,376.2934265136719,400.6099853515625,400.6700134277344,398.17999267578125,398.3999938964844,99682900
2021-04-05,381.6943664550781,406.3599853515625,406.94000244140625,403.3800048828125,403.4599914550781,91684800
2021-04-06,381.4688720703125,406.1199951171875,407.239990234375,405.3999938964844,405.760009765625,62021000
2021-04-07,381.910400390625,406.5899963378906,406.9599914550781,405.45001220703125,405.94000244140625,55836300
2021-04-08,383.7232666015625,408.5199890136719,408.5799865722656,406.92999267578125,407.92999267578125,57863100
2021-04-09,386.512939453125,411.489990234375,411.6700134277344,408.260009765625,408.3900146484375,61104600
2021-04-12,386.6539001464844,411.6400146484375,411.92999267578125,410.20001220703125,410.8500061035156,56704900
2021-04-13,387.7997741699219,412.8599853515625,413.5299987792969,411.1199951171875,411.5299987792969,56551000
2021-04-14,386.4754333496094,411.45001220703125,413.9599914550781,410.8699951171875,412.8299865722656,61659900
2021-04-15,390.62713623046875,415.8699951171875,416.1600036621094,413.69000244140625,413.739990234375,60229800
2021-04-16,391.9327087402344,417.260009765625,417.9100036621094,415.7300109863281,417.25,82037300
2021-04-19,390.0072326660156,415.2099914550781,416.739990234375,413.7900085449219,416.260009765625,78498500
2021-04-20,387.15167236328125,412.1700134277344,415.0899963378906,410.5899963378906,413.9100036621094,81851800
2021-04-21,390.8149719238281,416.07000732421875,416.2900085449219,411.3599853515625,411.510009765625,66793000
2021-04-22,387.2456359863281,412.2699890136719,416.7799987792969,411.1300048828125,415.8900146484375,97582800
2021-04-23,391.44427490234375,416.739990234375,418.25,412.7900085449219,412.8699951171875,73209200
2021-04-26,392.2614440917969,417.6099853515625,418.2200012207031,416.80999755859375,417.44000244140625,52182400
2021-04-27,392.1770324707031,417.5199890136719,418.1400146484375,416.29998779296875,417.92999267578125,51303100
2021-04-28,392.064208984375,417.3999938964844,419.010009765625,416.8999938964844,417.80999755859375,51238900
2021-04-29,394.5627746582031,420.05999755859375,420.7200012207031,416.44000244140625,420.32000732421875,78544300
